ad_name,campaign_name,ad_set_name,reach,impressions,clicks_link,landing_page_views,video_plays_15_plus_sec,video_plays_25_pct,video_plays_50_pct,video_plays_75_pct,video_plays_100_pct,cost,comments,reactions,engagement,shares,page_likes,estimated_ad_recall_lift,estimated_ad_recall_rate,video_plays_3_sec,indication,brand_target,date
CM~In Stream_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,YR~23-Q2-05_CL~ALLY_TA~ONC_DS~PAN_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~AWE_PB~FB_CN~17722-9-115918_FF~ Instream,CM~PixelRTA_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,161,161,0,0,0,0,0,0,0,2.18,0,0.0,72,0,0,0,0,72,AST,HCP,2024-05-13
CM~In Stream_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,YR~24-Q1-01_CL~ALLY_TA~ONC_DS~PAN_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~AWE_PB~FB_CN~17722-9-115918_FF~ Instream 3P,CM~SpecialtyLists_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR 3P,308,308,0,0,0,0,0,0,0,6.89,0,0.0,131,0,0,0,0,131,AST,HCP,2024-05-13
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07-CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Rx HCPs_Link Clicks,AN~HCPs_TG~3P_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1216,2069,10,0,0,0,0,0,0,16.88,0,0.0,172,0,0,0,0,162,BZS,HCP,2024-05-13
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07-CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Rx HCPs_Link Clicks,AN~HCPs_TG~3P_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,551,911,2,0,0,0,0,0,0,5.71,0,0.0,87,0,0,0,0,85,BZS,HCP,2024-05-13
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07-CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Rx HCPs_Link Clicks,AN~HCPs_TG~3P_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1045,1561,7,0,0,0,0,0,0,11.18,0,0.0,138,0,0,0,0,131,BZS,HCP,2024-05-13
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~EngagementRTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1318,1369,5,0,0,0,0,0,0,5.41,0,0.0,66,0,0,0,0,61,BZS,HCP,2024-05-13
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~EngagementRTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1381,1433,13,0,0,0,0,0,0,5.52,0,0.0,72,0,0,0,0,59,BZS,HCP,2024-05-13
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~EngagementRTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,161,170,2,0,0,0,0,0,0,0.42,0,0.0,12,0,0,0,0,10,BZS,HCP,2024-05-13
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~Pixel RTA LAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,4809,5916,34,0,0,0,0,0,0,30.49,0,0.0,418,0,0,0,0,384,BZS,HCP,2024-05-13
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~Pixel RTA LAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,7352,9243,65,0,0,0,0,0,0,48.05,0,0.0,660,0,0,0,0,595,BZS,HCP,2024-05-13
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~Pixel RTA LAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1602,1907,10,0,0,0,0,0,0,9.18,0,0.0,137,0,0,0,0,127,BZS,HCP,2024-05-13
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~VideoRTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,4678,4856,31,0,0,0,0,0,0,19.92,0,0.0,438,0,0,0,0,407,BZS,HCP,2024-05-13
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~VideoRTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1688,1733,4,0,0,0,0,0,0,7.11,0,0.0,126,0,0,0,0,122,BZS,HCP,2024-05-13
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~VideoRTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,400,410,0,0,0,0,0,0,0,1.77,0,0.0,24,0,0,0,0,24,BZS,HCP,2024-05-13
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Engagement RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,890,1092,10,0,0,0,0,0,0,10.34,0,0.0,55,0,0,0,0,45,BZS,HCP,2024-05-13
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Engagement RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,638,777,4,0,0,0,0,0,0,5.8100000000000005,0,0.0,37,0,0,0,0,33,BZS,HCP,2024-05-13
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Engagement RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,652,806,6,0,0,0,0,0,0,6.9,0,0.0,49,0,0,0,0,43,BZS,HCP,2024-05-13
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Pixel RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1791,3468,15,0,0,0,0,0,0,30.99,0,0.0,346,0,0,0,0,331,BZS,HCP,2024-05-13
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Pixel RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,2432,4806,46,0,0,0,0,0,0,50.38,0,0.0,471,0,0,0,0,425,BZS,HCP,2024-05-13
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Pixel RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,412,754,11,0,0,0,0,0,0,13.23,0,0.0,74,0,0,0,0,63,BZS,HCP,2024-05-13
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Pixel Search RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,48,50,0,0,0,0,0,0,0,0.3,0,0.0,2,0,0,0,0,2,BZS,HCP,2024-05-13
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Video RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,2808,3450,10,0,0,0,0,0,0,15.35,0,0.0,431,0,0,0,0,421,BZS,HCP,2024-05-13
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Video RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1874,2244,12,0,0,0,0,0,0,11.61,0,0.0,277,0,0,0,0,265,BZS,HCP,2024-05-13
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Video RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1393,1856,5,0,0,0,0,0,0,9.53,0,0.0,225,0,0,0,0,220,BZS,HCP,2024-05-13
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~New Pixel RTA & LAL_Link Clicks,AN~Engagement RTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,4079,4927,16,0,0,0,0,0,0,43.02,0,9.0,564,0,0,0,0,539,BZS,HCP,2024-05-13
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~New Pixel RTA & LAL_Link Clicks,AN~Engagement RTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,3349,3995,21,0,0,0,0,0,0,38.08,0,7.0,559,0,0,0,0,529,BZS,HCP,2024-05-13
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~New Pixel RTA & LAL_Link Clicks,AN~Pixel RTA LAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,507,571,1,0,0,0,0,0,0,3.9699999999999998,0,2.0,46,0,0,0,0,43,BZS,HCP,2024-05-13
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~New Pixel RTA & LAL_Link Clicks,AN~Pixel RTA LAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,21,23,0,0,0,0,0,0,0,0.25,0,0.0,1,0,0,0,0,1,BZS,HCP,2024-05-13
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~New Pixel RTA & LAL_Link Clicks,AN~Pixel RTA LAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,461,536,2,0,0,0,0,0,0,3.73,0,0.0,23,0,0,0,0,21,BZS,HCP,2024-05-13
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~New Pixel RTA & LAL_Link Clicks,AN~Pixel RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,95,127,1,0,0,0,0,0,0,2.83,0,0.0,15,0,0,0,0,14,BZS,HCP,2024-05-13
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~New Pixel RTA & LAL_Link Clicks,AN~Pixel RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,62,86,0,0,0,0,0,0,0,1.28,0,0.0,11,0,0,0,0,11,BZS,HCP,2024-05-13
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~New Pixel RTA & LAL_Link Clicks,AN~Video RTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,193,212,2,0,0,0,0,0,0,3.22,0,0.0,48,0,0,0,0,46,BZS,HCP,2024-05-13
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~New Pixel RTA & LAL_Link Clicks,AN~Video RTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,232,248,0,0,0,0,0,0,0,2.21,0,0.0,59,0,0,0,0,59,BZS,HCP,2024-05-13
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q3-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~GeoTargeting,AN~GeoTargeting_TG~_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1577,3479,18,0,0,0,0,0,0,35.22,0,0.0,296,0,0,0,0,278,BZS,HCP,2024-05-13
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q3-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~GeoTargeting,AN~GeoTargeting_TG~_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,674,1352,5,0,0,0,0,0,0,13.07,0,0.0,111,0,0,0,0,106,BZS,HCP,2024-05-13
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q3-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~GeoTargeting,AN~GeoTargeting_TG~_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1351,2265,7,0,0,0,0,0,0,20.32,0,0.0,169,0,0,0,0,162,BZS,HCP,2024-05-13
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q3-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~GeoTargeting,AN~GeoTargeting_TG~_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,852,1077,0,0,0,0,0,0,0,15.65,0,1.0,137,0,0,0,0,136,BZS,HCP,2024-05-13
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q3-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~GeoTargeting,AN~GeoTargeting_TG~_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,1438,1875,4,0,0,0,0,0,0,31.34,0,1.0,281,0,0,0,0,275,BZS,HCP,2024-05-13
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q3-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~GeoTargeting,AN~GeoTargeting_TG~_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,1062,1357,2,0,0,0,0,0,0,19.18,0,0.0,189,0,0,0,0,187,BZS,HCP,2024-05-13
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q3-08_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~Proact HCPs,AN~ProactHCPs_TG~3P_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,201,465,0,0,0,0,0,0,0,11.48,0,0.0,46,0,0,0,0,46,BZS,HCP,2024-05-13
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q3-08_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~Proact HCPs,AN~ProactHCPs_TG~3P_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,166,384,0,0,0,0,0,0,0,6.73,0,0.0,40,0,0,0,0,40,BZS,HCP,2024-05-13
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q3-08_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~Proact HCPs,AN~ProactHCPs_TG~3P_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,291,856,0,0,0,0,0,0,0,16.77,0,0.0,58,0,0,0,0,58,BZS,HCP,2024-05-13
CM~IX Ad_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q3-09_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~Instant Experience,AN~GeoLocation_TG~3P_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,14541,38901,60,0,0,0,0,0,0,362.64,0,0.0,4586,0,0,577,0,4526,BZS,HCP,2024-05-13
CM~In Stream_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,YR~23-Q2-05_CL~ALLY_TA~ONC_DS~PAN_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~AWE_PB~FB_CN~17722-9-115918_FF~ Instream,CM~EngRTALAL_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,34050,36377,0,0,0,0,0,0,0,445.53,0,0.0,17155,0,0,0,0,17148,AST,HCP,2024-05-14
CM~In Stream_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,YR~23-Q2-05_CL~ALLY_TA~ONC_DS~PAN_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~AWE_PB~FB_CN~17722-9-115918_FF~ Instream,CM~EngRTA_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,265,265,0,0,0,0,0,0,0,3.21,0,0.0,115,0,0,0,0,115,AST,HCP,2024-05-14
CM~In Stream_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,YR~23-Q2-05_CL~ALLY_TA~ONC_DS~PAN_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~AWE_PB~FB_CN~17722-9-115918_FF~ Instream,CM~PixelRTALAL_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,7522,8019,0,0,0,0,0,0,0,102.12,0,0.0,3567,0,0,0,0,3566,AST,HCP,2024-05-14
CM~In Stream_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,YR~23-Q2-05_CL~ALLY_TA~ONC_DS~PAN_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~AWE_PB~FB_CN~17722-9-115918_FF~ Instream,CM~PixelRTA_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,161,161,0,0,0,0,0,0,0,1.87,0,0.0,62,0,0,0,0,62,AST,HCP,2024-05-14
CM~In Stream_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,YR~24-Q1-01_CL~ALLY_TA~ONC_DS~PAN_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~AWE_PB~FB_CN~17722-9-115918_FF~ Instream 3P,CM~SpecialtyLists_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR 3P,283,284,0,0,0,0,0,0,0,5.67,0,0.0,141,0,0,0,0,140,AST,HCP,2024-05-14
